id_caja,peso,descripcion
3326,6.6,Sin descripcion
3327,3.5,Fragil
3328,7.4,Fragil
3329,5.8,Sin descripcion
3330,5.0,Fragil
3331,4.0,Sin descripcion
3332,8.9,Sin descripcion
3333,3.6,Fragil
3334,5.8,Fragil
3335,7.4,Fragil
3336,8.9,Fragil
3337,2.8,Fragil
3338,2.5,Sin descripcion
3339,4.7,Fragil
3340,6.7,Fragil
3341,4.5,Sin descripcion
3342,2.3,Sin descripcion
3343,6.5,Sin descripcion
3344,9.4,Sin descripcion
3345,3.3,Fragil
3346,6.8,Fragil
3347,10.0,Sin descripcion
3348,7.6,Sin descripcion
3349,9.4,Fragil
3350,5.9,Fragil
3351,8.5,Sin descripcion
3352,2.1,Fragil
3353,7.1,Sin descripcion
3354,6.6,Sin descripcion
3355,7.1,Fragil
3356,3.2,Fragil
3357,4.9,Fragil
3358,8.6,Sin descripcion
3359,7.4,Fragil
3360,1.6,Sin descripcion
3361,7.6,Fragil
3362,2.1,Sin descripcion
3363,7.0,Sin descripcion
3364,1.4,Sin descripcion
3365,2.1,Fragil
3366,8.8,Fragil
3367,9.4,Sin descripcion
3368,3.7,Fragil
3369,1.6,Fragil
3370,10.0,Fragil
3371,3.5,Fragil
3372,6.6,Fragil
3373,6.2,Sin descripcion
3374,7.5,Sin descripcion
3375,2.1,Fragil
3376,8.3,Fragil
3377,5.9,Sin descripcion
3378,9.6,Fragil
3379,8.4,Sin descripcion
3380,4.8,Sin descripcion
3381,3.8,Sin descripcion
3382,8.8,Fragil
3383,1.3,Fragil
3384,1.1,Sin descripcion
3385,4.4,Fragil
3386,3.4,Fragil
3387,1.8,Fragil
3388,9.8,Fragil
3389,3.1,Fragil
3390,3.1,Sin descripcion
3391,2.2,Fragil
3392,8.8,Sin descripcion
3393,1.1,Fragil
3394,6.5,Sin descripcion
3395,3.9,Fragil
3396,6.2,Fragil
3397,6.4,Fragil
3398,2.8,Fragil
3399,1.0,Fragil
3400,3.9,Sin descripcion
3401,10.2,Sin descripcion
3402,10.0,Fragil
3403,4.8,Sin descripcion
3404,1.5,Fragil
3405,7.5,Fragil
3406,10.5,Fragil
3407,1.0,Sin descripcion
3408,9.5,Sin descripcion
3409,5.9,Sin descripcion
3410,10.1,Sin descripcion
3411,2.2,Sin descripcion
3412,7.9,Fragil
3413,3.6,Sin descripcion
3414,3.7,Fragil
3415,2.0,Fragil
3416,8.7,Fragil
3417,5.9,Fragil
3418,5.6,Fragil
3419,8.0,Fragil
3420,4.8,Fragil
3421,8.7,Fragil
3422,3.2,Sin descripcion
3423,7.5,Sin descripcion
3424,3.5,Fragil
3425,4.1,Sin descripcion
3426,3.2,Sin descripcion
3427,1.8,Fragil
3428,2.3,Sin descripcion
3429,10.5,Sin descripcion
3430,8.5,Fragil
3431,2.6,Fragil
3432,8.4,Fragil
3433,5.2,Sin descripcion
3434,5.8,Fragil
3435,7.2,Fragil
3436,8.3,Sin descripcion
3437,10.3,Sin descripcion
3438,2.8,Fragil
3439,9.4,Fragil
3440,2.0,Sin descripcion
3441,6.7,Sin descripcion
3442,2.0,Sin descripcion
3443,1.9,Fragil
3444,7.8,Sin descripcion
3445,3.3,Sin descripcion
3446,1.6,Fragil
3447,3.5,Sin descripcion
3448,10.3,Fragil
3449,9.2,Fragil
3450,2.1,Fragil
3451,10.3,Sin descripcion
3452,2.9,Fragil
3453,10.8,Fragil
3454,4.4,Fragil
3455,2.9,Fragil
3456,4.3,Fragil
3457,1.3,Sin descripcion
3458,7.9,Fragil
3459,2.0,Fragil
3460,1.1,Fragil
3461,5.8,Fragil
3462,9.6,Sin descripcion
3463,4.7,Fragil
3464,1.8,Sin descripcion
3465,1.4,Fragil
3466,9.4,Sin descripcion
3467,9.0,Sin descripcion
3468,1.7,Sin descripcion
3469,9.9,Sin descripcion
3470,9.0,Sin descripcion
3471,9.0,Sin descripcion
3472,7.2,Fragil
3473,1.8,Fragil
3474,10.4,Sin descripcion
3475,8.0,Fragil
3476,3.8,Sin descripcion
3477,4.3,Fragil
3478,6.2,Fragil
3479,3.7,Sin descripcion
3480,4.5,Sin descripcion
3481,8.7,Sin descripcion
3482,9.9,Fragil
3483,1.3,Fragil
3484,8.9,Sin descripcion
3485,7.4,Fragil
3486,1.2,Sin descripcion
3487,5.7,Sin descripcion
3488,6.6,Fragil
3489,8.1,Sin descripcion
3490,5.0,Sin descripcion
3491,1.0,Fragil
3492,6.8,Sin descripcion
3493,4.5,Fragil
3494,7.0,Sin descripcion
3495,7.9,Sin descripcion
3496,5.6,Sin descripcion
3497,7.0,Sin descripcion
3498,9.8,Fragil
3499,2.7,Sin descripcion
3500,1.9,Fragil
3501,7.7,Sin descripcion
3502,1.7,Fragil
3503,4.0,Sin descripcion
3504,9.3,Fragil
3505,7.4,Fragil
3506,1.8,Sin descripcion
3507,7.8,Sin descripcion
3508,8.3,Sin descripcion
3509,2.9,Sin descripcion
3510,6.2,Fragil
3511,8.9,Sin descripcion
3512,9.8,Fragil
3513,10.5,Fragil
3514,3.2,Sin descripcion
3515,3.6,Sin descripcion
3516,8.2,Fragil
3517,1.9,Sin descripcion
3518,3.1,Sin descripcion
3519,5.5,Fragil
3520,9.1,Fragil
3521,1.9,Fragil
3522,4.7,Fragil
3523,2.8,Sin descripcion
3524,6.7,Fragil
3525,10.5,Sin descripcion
3526,9.3,Fragil
3527,1.1,Fragil
3528,2.7,Sin descripcion
3529,6.6,Sin descripcion
3530,1.0,Sin descripcion
3531,1.6,Fragil
3532,8.7,Sin descripcion
3533,3.3,Fragil
3534,7.7,Fragil
3535,5.6,Sin descripcion
3536,3.8,Sin descripcion
3537,6.4,Fragil
3538,6.5,Sin descripcion
3539,2.0,Sin descripcion
3540,4.4,Fragil
3541,5.6,Sin descripcion
3542,7.4,Sin descripcion
3543,4.2,Fragil
3544,8.7,Sin descripcion
3545,5.7,Sin descripcion
3546,5.8,Fragil
3547,2.0,Sin descripcion
3548,7.8,Sin descripcion
3549,8.0,Fragil
3550,7.1,Fragil
3551,3.8,Fragil
3552,5.7,Sin descripcion
3553,9.6,Fragil
3554,6.4,Fragil
3555,2.6,Sin descripcion
3556,3.5,Sin descripcion
3557,6.0,Fragil
3558,1.3,Sin descripcion
3559,3.2,Fragil
3560,4.0,Sin descripcion
3561,7.1,Sin descripcion
3562,6.3,Fragil
3563,6.9,Fragil
3564,1.0,Fragil
3565,2.3,Sin descripcion
3566,4.4,Fragil
3567,7.1,Fragil
3568,10.2,Fragil
3569,1.0,Sin descripcion
3570,9.7,Fragil
3571,3.3,Fragil
3572,5.5,Fragil
3573,1.5,Sin descripcion
3574,7.3,Sin descripcion
3575,8.5,Sin descripcion
3576,5.5,Sin descripcion
3577,6.9,Sin descripcion
3578,6.4,Sin descripcion
3579,2.8,Sin descripcion
3580,9.4,Fragil
3581,2.2,Sin descripcion
3582,5.1,Fragil
3583,1.2,Sin descripcion
3584,3.2,Sin descripcion
3585,2.4,Fragil
3586,10.6,Sin descripcion
3587,2.2,Fragil
3588,4.7,Fragil
3589,1.1,Fragil
3590,2.5,Fragil
3591,2.7,Sin descripcion
3592,9.6,Fragil
3593,8.8,Sin descripcion
3594,9.6,Sin descripcion
3595,3.1,Sin descripcion
3596,8.8,Fragil
3597,2.3,Fragil
3598,1.5,Sin descripcion
3599,4.1,Fragil
3600,9.1,Sin descripcion
3601,5.6,Sin descripcion
3602,1.5,Sin descripcion
3603,4.6,Fragil
3604,10.2,Fragil
3605,2.2,Sin descripcion
3606,7.4,Sin descripcion
3607,6.5,Fragil
3608,7.6,Sin descripcion
3609,9.9,Sin descripcion
3610,1.7,Fragil
3611,2.5,Fragil
3612,1.6,Sin descripcion
3613,6.0,Sin descripcion
3614,1.5,Sin descripcion
3615,7.2,Sin descripcion
3616,3.1,Fragil
3617,2.0,Sin descripcion
3618,8.5,Fragil
3619,6.6,Fragil
3620,9.4,Sin descripcion
3621,5.3,Fragil
3622,5.8,Fragil
3623,3.9,Sin descripcion
3624,8.2,Fragil
3625,3.2,Fragil
3626,9.9,Fragil
3627,6.0,Fragil
3628,7.0,Fragil
3629,6.3,Fragil
3630,8.3,Sin descripcion
3631,3.0,Sin descripcion
3632,7.2,Sin descripcion
3633,5.7,Fragil
3634,3.6,Fragil
3635,4.5,Sin descripcion
3636,6.0,Sin descripcion
3637,10.7,Fragil
3638,4.3,Fragil
3639,1.4,Fragil
3640,8.0,Sin descripcion
3641,2.6,Fragil
3642,6.0,Fragil
3643,7.4,Fragil
3644,7.1,Sin descripcion
3645,1.3,Sin descripcion
3646,5.3,Sin descripcion
3647,3.3,Sin descripcion
3648,10.4,Sin descripcion
3649,10.2,Sin descripcion
3650,9.9,Fragil
3651,2.5,Sin descripcion
3652,6.9,Sin descripcion
3653,6.6,Sin descripcion
3654,10.5,Fragil
3655,9.5,Fragil
3656,5.6,Sin descripcion
3657,10.9,Fragil
3658,10.6,Fragil
3659,8.4,Sin descripcion
3660,5.8,Fragil
3661,9.3,Sin descripcion
3662,7.8,Fragil
3663,4.9,Fragil
3664,4.1,Fragil
3665,5.2,Fragil
3666,4.7,Sin descripcion
3667,9.7,Sin descripcion
3668,10.1,Sin descripcion
3669,3.6,Sin descripcion
3670,6.9,Sin descripcion
3671,6.8,Sin descripcion
3672,8.1,Sin descripcion
3673,3.9,Fragil
3674,3.9,Sin descripcion
3675,5.3,Fragil
3676,7.2,Sin descripcion
3677,10.1,Fragil
3678,1.7,Sin descripcion
3679,4.8,Sin descripcion
3680,10.3,Sin descripcion
3681,5.8,Fragil
3682,5.4,Sin descripcion
3683,5.0,Fragil
3684,6.6,Sin descripcion
3685,8.6,Sin descripcion
3686,9.0,Sin descripcion
3687,8.5,Fragil
3688,3.1,Sin descripcion
3689,3.2,Fragil
3690,8.2,Fragil
3691,7.2,Fragil
3692,1.4,Fragil
3693,6.1,Sin descripcion
3694,8.1,Sin descripcion
3695,3.5,Sin descripcion
3696,2.1,Sin descripcion
3697,10.6,Fragil
3698,10.2,Sin descripcion
3699,8.9,Sin descripcion
3700,1.1,Sin descripcion
3701,9.1,Sin descripcion
3702,4.9,Fragil
3703,10.4,Fragil
3704,3.9,Sin descripcion
3705,3.0,Fragil
3706,6.5,Sin descripcion
3707,1.4,Sin descripcion
3708,3.8,Fragil
3709,8.0,Sin descripcion
3710,9.7,Fragil
3711,4.3,Fragil
3712,6.3,Fragil
3713,7.2,Fragil
3714,7.3,Sin descripcion
3715,4.0,Fragil
3716,1.0,Fragil
3717,4.5,Sin descripcion
3718,6.0,Sin descripcion
3719,1.2,Sin descripcion
3720,1.7,Sin descripcion
3721,9.0,Fragil
3722,2.2,Fragil
3723,10.5,Sin descripcion
3724,1.7,Sin descripcion
3725,7.6,Fragil
3726,10.9,Fragil
3727,5.7,Fragil
3728,4.3,Fragil
3729,1.9,Sin descripcion
3730,4.1,Sin descripcion
3731,9.6,Fragil
3732,7.8,Sin descripcion
3733,2.7,Sin descripcion
3734,3.3,Sin descripcion
3735,1.4,Sin descripcion
3736,10.8,Fragil
3737,1.2,Sin descripcion
3738,9.1,Sin descripcion
3739,1.0,Fragil
3740,8.6,Sin descripcion
3741,6.1,Sin descripcion
3742,3.1,Fragil
3743,9.5,Fragil
3744,6.8,Fragil
3745,2.0,Sin descripcion
3746,4.2,Sin descripcion
3747,10.5,Sin descripcion
3748,1.2,Sin descripcion
3749,1.4,Sin descripcion
3750,7.5,Fragil
3751,3.1,Sin descripcion
3752,3.3,Sin descripcion
3753,9.6,Sin descripcion
3754,4.5,Fragil
3755,3.1,Fragil
3756,9.8,Fragil
3757,2.0,Sin descripcion
3758,9.9,Sin descripcion
3759,6.0,Sin descripcion
3760,9.4,Sin descripcion
3761,8.3,Fragil
3762,3.6,Fragil
3763,4.3,Fragil
3764,6.7,Sin descripcion
3765,7.8,Fragil
3766,8.9,Fragil
3767,10.9,Sin descripcion
3768,5.3,Fragil
3769,3.9,Sin descripcion
3770,9.7,Sin descripcion
3771,3.9,Sin descripcion
3772,9.0,Sin descripcion
3773,8.0,Sin descripcion
3774,6.7,Sin descripcion
3775,8.9,Sin descripcion
3776,3.5,Sin descripcion
3777,2.1,Sin descripcion
3778,1.0,Fragil
3779,2.2,Fragil
3780,10.2,Sin descripcion
3781,6.6,Fragil
3782,6.6,Sin descripcion
3783,1.1,Sin descripcion
3784,10.5,Sin descripcion
3785,6.2,Sin descripcion
3786,6.5,Fragil
3787,6.6,Sin descripcion
3788,7.6,Fragil
3789,6.0,Sin descripcion
3790,3.3,Fragil
3791,4.9,Fragil
3792,3.7,Fragil
3793,2.2,Fragil
3794,10.8,Sin descripcion
3795,9.2,Sin descripcion
3796,3.1,Fragil
3797,9.7,Sin descripcion
3798,5.5,Sin descripcion
3799,1.7,Sin descripcion
3800,1.1,Fragil
3801,10.5,Fragil
3802,8.2,Fragil
3803,4.1,Sin descripcion
3804,6.0,Fragil
3805,6.8,Sin descripcion
3806,9.7,Sin descripcion
3807,10.6,Sin descripcion
3808,10.8,Sin descripcion
3809,5.7,Fragil
3810,2.6,Fragil
3811,8.1,Sin descripcion
3812,3.4,Fragil
3813,3.3,Sin descripcion
3814,9.1,Fragil
3815,6.4,Fragil
3816,3.6,Fragil
3817,3.7,Sin descripcion
3818,5.8,Fragil
3819,10.9,Sin descripcion
3820,4.1,Sin descripcion
3821,5.9,Sin descripcion
3822,9.6,Fragil
3823,10.5,Sin descripcion
3824,3.0,Sin descripcion
3825,9.3,Sin descripcion
3826,10.6,Fragil
3827,2.7,Fragil
3828,10.7,Fragil
3829,9.1,Sin descripcion
3830,9.9,Sin descripcion
3831,10.2,Sin descripcion
3832,8.7,Sin descripcion
3833,10.3,Fragil
3834,8.2,Sin descripcion
3835,4.9,Sin descripcion
3836,4.8,Sin descripcion
3837,6.9,Sin descripcion
3838,8.4,Sin descripcion
3839,6.3,Fragil
3840,3.7,Sin descripcion
3841,10.0,Fragil
3842,6.8,Sin descripcion
3843,2.0,Sin descripcion
3844,9.7,Sin descripcion
3845,1.8,Sin descripcion
3846,5.9,Sin descripcion
3847,3.2,Sin descripcion
3848,7.9,Fragil
3849,7.3,Fragil
3850,2.9,Sin descripcion
3851,2.8,Sin descripcion
3852,1.0,Sin descripcion
3853,2.6,Fragil
3854,3.0,Fragil
3855,5.4,Sin descripcion
3856,1.8,Sin descripcion
3857,10.7,Fragil
3858,8.8,Sin descripcion
3859,1.8,Fragil
3860,1.0,Fragil
3861,10.9,Sin descripcion
3862,6.0,Fragil
3863,7.0,Sin descripcion
3864,1.6,Fragil
3865,5.9,Fragil
3866,9.2,Fragil
3867,6.8,Fragil
3868,2.1,Sin descripcion
3869,8.1,Fragil
3870,1.6,Fragil
3871,9.5,Sin descripcion
3872,5.9,Fragil
3873,10.2,Fragil
3874,2.8,Fragil
3875,2.0,Fragil
3876,9.9,Fragil
3877,8.3,Fragil
3878,7.9,Sin descripcion
3879,2.3,Sin descripcion
3880,9.7,Sin descripcion
3881,9.0,Fragil
3882,4.9,Fragil
3883,5.7,Fragil
3884,8.3,Fragil
3885,2.3,Sin descripcion
3886,4.2,Sin descripcion
3887,3.3,Fragil
3888,2.6,Sin descripcion
3889,6.0,Sin descripcion
3890,8.9,Fragil
3891,1.9,Fragil
3892,1.2,Sin descripcion
3893,10.7,Sin descripcion
3894,5.8,Fragil
3895,9.2,Fragil
3896,6.7,Fragil
3897,7.7,Sin descripcion
3898,5.4,Sin descripcion
3899,7.1,Fragil
3900,4.6,Fragil
3901,4.4,Fragil
3902,7.2,Sin descripcion
3903,1.2,Sin descripcion
3904,1.9,Fragil
3905,2.2,Sin descripcion
3906,8.3,Fragil
3907,7.7,Fragil
3908,4.1,Sin descripcion
3909,6.6,Sin descripcion
3910,5.4,Sin descripcion
3911,6.8,Fragil
3912,8.4,Fragil
3913,3.3,Sin descripcion
3914,4.0,Fragil
3915,10.8,Fragil
3916,10.5,Fragil
3917,5.1,Fragil
3918,10.1,Fragil
3919,4.7,Fragil
3920,5.8,Fragil
3921,10.5,Fragil
3922,9.4,Fragil
3923,2.3,Sin descripcion
3924,8.1,Fragil
3925,4.7,Sin descripcion
3926,10.4,Sin descripcion
3927,2.5,Sin descripcion
3928,8.3,Sin descripcion
3929,8.1,Fragil
3930,2.4,Sin descripcion
3931,9.6,Sin descripcion
3932,6.9,Sin descripcion
3933,10.4,Sin descripcion
3934,2.2,Sin descripcion
3935,4.0,Sin descripcion
3936,1.3,Fragil
3937,8.7,Sin descripcion
3938,2.6,Sin descripcion
3939,5.5,Fragil
3940,3.8,Fragil
3941,3.3,Fragil
3942,10.8,Fragil
3943,2.6,Sin descripcion
3944,9.9,Fragil
3945,8.5,Fragil
3946,4.6,Sin descripcion
3947,9.8,Sin descripcion
3948,5.1,Fragil
3949,3.0,Fragil
3950,9.3,Sin descripcion
3951,4.2,Sin descripcion
3952,3.6,Sin descripcion
3953,10.9,Sin descripcion
3954,5.9,Fragil
3955,3.1,Fragil
3956,6.8,Fragil
3957,10.7,Sin descripcion
3958,5.1,Fragil
3959,3.2,Fragil
3960,7.3,Sin descripcion
3961,4.4,Sin descripcion
3962,4.6,Fragil
3963,4.9,Sin descripcion
3964,6.4,Sin descripcion
3965,2.1,Fragil
3966,1.0,Fragil
3967,6.8,Fragil
3968,6.7,Fragil
3969,9.9,Fragil
3970,9.3,Fragil
3971,4.5,Fragil
3972,5.6,Fragil
3973,10.0,Sin descripcion
3974,7.7,Sin descripcion
3975,2.5,Sin descripcion
3976,1.7,Fragil
3977,1.0,Sin descripcion
3978,1.6,Fragil
3979,5.0,Sin descripcion
3980,8.7,Sin descripcion
3981,2.9,Sin descripcion
3982,9.9,Sin descripcion
3983,7.4,Sin descripcion
3984,2.9,Fragil
3985,7.5,Fragil
3986,2.7,Fragil
3987,3.3,Fragil
3988,9.9,Fragil
3989,2.5,Sin descripcion
3990,8.2,Fragil
3991,7.9,Sin descripcion
3992,1.2,Fragil
3993,4.0,Sin descripcion
3994,4.3,Sin descripcion
3995,2.5,Sin descripcion
3996,3.5,Fragil
3997,9.9,Fragil
3998,1.2,Fragil
3999,8.4,Fragil
4000,5.3,Sin descripcion
4001,1.0,Sin descripcion
4002,7.8,Fragil
4003,5.8,Sin descripcion
4004,9.2,Sin descripcion
4005,9.4,Fragil
4006,1.0,Sin descripcion
4007,2.4,Sin descripcion
4008,9.4,Sin descripcion
4009,1.3,Sin descripcion
4010,4.7,Sin descripcion
4011,2.5,Sin descripcion
4012,6.1,Fragil
4013,8.4,Sin descripcion
4014,8.1,Sin descripcion
4015,10.5,Sin descripcion
4016,5.1,Sin descripcion
4017,9.4,Sin descripcion
4018,7.2,Fragil
4019,6.5,Sin descripcion
4020,5.3,Sin descripcion
4021,7.5,Fragil
4022,1.5,Sin descripcion
4023,1.7,Fragil
4024,2.3,Sin descripcion
4025,3.5,Sin descripcion
4026,9.1,Sin descripcion
4027,9.5,Sin descripcion
4028,1.5,Sin descripcion
4029,8.2,Fragil
4030,6.4,Sin descripcion
4031,10.0,Fragil
4032,5.6,Fragil
4033,3.2,Sin descripcion
4034,6.5,Fragil
4035,9.1,Fragil
4036,10.1,Sin descripcion
4037,3.6,Sin descripcion
4038,10.5,Fragil
4039,5.7,Fragil
4040,10.9,Sin descripcion
4041,8.0,Fragil
4042,5.8,Sin descripcion
4043,3.7,Fragil
4044,8.6,Fragil
4045,1.7,Fragil
4046,7.8,Fragil
4047,2.8,Fragil
4048,6.8,Sin descripcion
4049,9.6,Sin descripcion
4050,7.1,Sin descripcion
4051,7.7,Fragil
4052,2.5,Sin descripcion
4053,8.1,Sin descripcion
4054,10.7,Sin descripcion
4055,4.9,Sin descripcion
4056,8.9,Sin descripcion
4057,10.5,Fragil
4058,10.8,Sin descripcion
4059,6.5,Fragil
4060,5.3,Sin descripcion
4061,8.2,Fragil
4062,6.8,Fragil
4063,7.0,Fragil
4064,1.4,Fragil
4065,8.1,Sin descripcion
4066,9.0,Fragil
4067,5.2,Sin descripcion
4068,6.4,Fragil
4069,2.4,Sin descripcion
4070,2.7,Sin descripcion
4071,8.0,Fragil
4072,3.4,Sin descripcion
4073,1.4,Sin descripcion
4074,3.7,Sin descripcion
4075,4.1,Sin descripcion
4076,8.1,Fragil
4077,7.3,Sin descripcion
4078,10.8,Fragil
4079,2.3,Sin descripcion
4080,8.4,Fragil
4081,5.8,Fragil
4082,4.8,Fragil
4083,10.1,Fragil
4084,6.3,Sin descripcion
4085,7.2,Fragil
4086,2.4,Fragil
4087,7.8,Sin descripcion
4088,3.6,Fragil
4089,4.3,Fragil
4090,8.6,Fragil
4091,8.7,Fragil
4092,3.4,Sin descripcion
4093,10.8,Sin descripcion
4094,4.1,Fragil
4095,6.1,Sin descripcion
4096,6.0,Fragil
4097,6.2,Sin descripcion
4098,10.7,Fragil
4099,4.0,Sin descripcion
4100,9.6,Sin descripcion
4101,3.6,Sin descripcion
4102,3.1,Sin descripcion
4103,8.9,Sin descripcion
4104,5.3,Fragil
4105,7.1,Sin descripcion
4106,3.2,Fragil
4107,9.7,Sin descripcion
4108,5.4,Fragil
4109,5.0,Sin descripcion
4110,4.9,Sin descripcion
4111,5.0,Fragil
4112,8.5,Fragil
4113,6.4,Sin descripcion
4114,6.2,Fragil
4115,1.0,Fragil
4116,8.6,Sin descripcion
4117,6.2,Sin descripcion
4118,10.5,Fragil
4119,3.8,Fragil
4120,4.0,Fragil
4121,1.9,Sin descripcion
4122,7.7,Fragil
4123,10.3,Fragil
4124,4.1,Sin descripcion
4125,8.0,Sin descripcion
4126,3.9,Fragil
4127,3.6,Sin descripcion
4128,6.2,Fragil
4129,2.8,Fragil
4130,3.1,Fragil
4131,5.2,Fragil
4132,7.9,Fragil
4133,7.7,Sin descripcion
4134,6.4,Sin descripcion
4135,10.2,Sin descripcion
4136,1.4,Sin descripcion
4137,3.9,Sin descripcion
4138,2.8,Sin descripcion
4139,2.2,Fragil
4140,1.4,Sin descripcion
4141,9.2,Fragil
4142,6.4,Sin descripcion
4143,3.4,Fragil
4144,3.0,Sin descripcion
4145,6.2,Fragil
4146,3.4,Sin descripcion
4147,8.1,Fragil
4148,9.2,Fragil
4149,10.5,Sin descripcion
4150,2.5,Sin descripcion
4151,3.8,Fragil
4152,9.9,Sin descripcion
4153,10.6,Sin descripcion
4154,5.7,Sin descripcion
4155,9.4,Fragil
4156,4.7,Fragil
4157,4.9,Sin descripcion
4158,5.1,Fragil
4159,1.2,Sin descripcion
4160,5.6,Sin descripcion
4161,9.4,Fragil
4162,10.9,Fragil
4163,5.5,Fragil
4164,3.5,Fragil
4165,3.8,Fragil
4166,7.3,Sin descripcion
4167,3.5,Fragil
4168,6.9,Fragil
4169,1.0,Fragil
4170,6.5,Fragil
4171,7.6,Sin descripcion
4172,9.3,Fragil
4173,3.6,Sin descripcion
4174,9.3,Sin descripcion
4175,4.4,Fragil
4176,2.8,Fragil
4177,8.9,Sin descripcion
4178,7.7,Fragil
4179,2.6,Sin descripcion
4180,5.2,Fragil
4181,6.3,Sin descripcion
4182,2.1,Fragil
4183,10.7,Sin descripcion
4184,4.3,Fragil
4185,3.5,Sin descripcion
4186,1.3,Sin descripcion
4187,10.1,Sin descripcion
4188,9.3,Fragil
4189,10.2,Sin descripcion
4190,9.3,Fragil
4191,2.2,Sin descripcion
4192,1.4,Sin descripcion
4193,10.9,Fragil
4194,3.1,Fragil
4195,1.2,Sin descripcion
4196,8.3,Sin descripcion
4197,2.6,Sin descripcion
4198,10.7,Fragil
4199,1.2,Fragil
4200,4.2,Sin descripcion
4201,2.2,Sin descripcion
4202,2.1,Sin descripcion
4203,9.8,Sin descripcion
4204,2.9,Fragil
4205,3.4,Sin descripcion
4206,9.3,Fragil
4207,6.8,Sin descripcion
4208,9.6,Sin descripcion
4209,2.9,Fragil
4210,4.4,Fragil
4211,10.0,Sin descripcion
4212,9.7,Fragil
4213,8.6,Fragil
4214,2.2,Sin descripcion
4215,10.8,Sin descripcion
4216,7.4,Sin descripcion
4217,5.7,Sin descripcion
4218,6.9,Sin descripcion
4219,1.7,Sin descripcion
4220,7.8,Fragil
4221,5.6,Fragil
4222,2.5,Fragil
4223,8.8,Fragil
4224,1.2,Fragil
4225,9.8,Fragil
4226,6.2,Fragil
4227,4.3,Fragil
4228,6.7,Sin descripcion
4229,2.5,Fragil
4230,8.6,Fragil
4231,5.1,Sin descripcion
4232,1.9,Fragil
4233,2.6,Sin descripcion
4234,2.4,Sin descripcion
4235,2.5,Fragil
4236,1.1,Sin descripcion
4237,5.2,Fragil
4238,10.9,Sin descripcion
4239,7.3,Fragil
4240,1.4,Sin descripcion
4241,8.5,Fragil
4242,10.0,Fragil
4243,7.5,Fragil
4244,4.8,Fragil
4245,9.5,Fragil
4246,8.4,Fragil
4247,6.8,Fragil
4248,8.7,Fragil
4249,1.9,Sin descripcion
4250,6.5,Sin descripcion
4251,6.7,Sin descripcion
4252,9.7,Sin descripcion
4253,10.6,Fragil
4254,7.9,Sin descripcion
4255,1.1,Sin descripcion
4256,6.2,Sin descripcion
4257,7.0,Sin descripcion
4258,10.2,Fragil
4259,4.0,Fragil
4260,4.1,Fragil
4261,10.2,Sin descripcion
4262,3.6,Fragil
4263,3.1,Sin descripcion
4264,7.6,Fragil
4265,6.9,Fragil
4266,8.7,Fragil
4267,8.8,Fragil
4268,1.8,Sin descripcion
4269,8.9,Fragil
4270,3.2,Sin descripcion
4271,6.6,Fragil
4272,4.4,Sin descripcion
4273,6.8,Sin descripcion
4274,10.5,Sin descripcion
4275,7.0,Sin descripcion
4276,2.7,Fragil
4277,9.2,Fragil
4278,3.6,Fragil
4279,4.7,Sin descripcion
4280,5.1,Fragil
4281,7.8,Fragil
4282,5.0,Sin descripcion
4283,6.5,Sin descripcion
4284,5.0,Fragil
4285,6.5,Fragil
4286,4.2,Sin descripcion
4287,8.0,Fragil
4288,10.1,Fragil
4289,4.2,Fragil
4290,10.6,Fragil
4291,3.5,Sin descripcion
4292,8.1,Sin descripcion
4293,1.6,Fragil
4294,1.8,Fragil
4295,6.9,Sin descripcion
4296,1.2,Fragil
4297,2.7,Sin descripcion
4298,5.5,Fragil
4299,7.4,Sin descripcion
4300,8.7,Sin descripcion
4301,6.9,Sin descripcion
4302,3.1,Fragil
4303,2.1,Fragil
4304,7.4,Fragil
4305,6.3,Fragil
4306,3.8,Fragil
4307,8.5,Fragil
4308,4.9,Fragil
4309,7.7,Sin descripcion
4310,4.8,Sin descripcion
4311,3.2,Sin descripcion
4312,9.0,Sin descripcion
4313,2.6,Fragil
4314,4.4,Fragil
4315,2.3,Fragil
4316,2.1,Fragil
4317,10.6,Sin descripcion
4318,8.9,Sin descripcion
4319,9.6,Sin descripcion
4320,5.6,Fragil
4321,4.9,Sin descripcion
4322,7.3,Fragil
4323,6.4,Sin descripcion
4324,1.7,Fragil
4325,7.0,Fragil
4326,1.2,Sin descripcion
4327,7.9,Fragil
4328,1.6,Fragil
4329,9.0,Fragil
4330,9.6,Sin descripcion
4331,2.9,Fragil
4332,7.6,Sin descripcion
4333,6.3,Fragil
4334,5.1,Fragil
4335,6.7,Sin descripcion
4336,8.2,Sin descripcion
4337,3.5,Fragil
4338,5.5,Sin descripcion
4339,3.8,Sin descripcion
4340,10.8,Fragil
4341,3.1,Fragil
4342,2.5,Fragil
4343,10.8,Fragil
4344,7.9,Fragil
4345,3.4,Fragil
4346,2.9,Fragil
4347,7.3,Fragil
4348,7.7,Fragil
4349,4.9,Fragil
4350,7.7,Sin descripcion
4351,9.0,Fragil
4352,8.2,Sin descripcion
4353,4.3,Sin descripcion
4354,3.0,Fragil
4355,2.8,Sin descripcion
4356,3.1,Sin descripcion
4357,4.4,Sin descripcion
4358,5.9,Fragil
4359,2.2,Sin descripcion
4360,5.3,Sin descripcion
