id,nombre,precio,numero_cajas,tipo,tamaño,color,descripcion,dimensiones,material,carga,frecuencia,potencia,tension
3364,BESTÅ,816000,1,living,,,,9x5x2,Reciclado,39,,,
3064,KLIMPEN,396000,1,living,,,,5x3x9,Organico,1,,,
1624,MALM,340000,3,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
2442,VIMLE,1268000,4,living,,,,2x2x7,Plastico,34,,,
2537,HAVSTEN,2380000,4,living,,,,4x6x5,Organico,20,,,
168,KURA,119200,3,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
463,EKET,60000,3,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
3712,Tubo LED RGB,10990,5,iluminacion,,RGB,Fragil,,,,50,18,12
716,EKET,60000,2,dormitorio,Grande,Verde,Uno de los productos mas vendidos,,,,,,
3481,PLATSA,342400,5,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1387,ANTILOP,16000,5,living,,,,3x1x2,Madera,1,,,
1967,KROKHOLMEN,140000,5,living,,,,7x1x7,Reciclado,11,,,
1825,POÄNG,36000,5,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
3570,PAX,3020000,1,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2067,YTTERÖN,21600,5,living,,,,7x6x8,Plastico,20,,,
2837,MÖJLIGHET,12000,1,living,,,,4x10x6,Reciclado,20,,,
1352,IKEA PS 2012 / JANINGE,1436000,1,living,,,,1x2x8,Plastico,24,,,
1206,LÅNGFJÄLL,476000,5,living,,,,7x4x6,Reciclado,32,,,
2913,MÖCKELBY / HENRIKSDAL,3412000,5,living,,,,2x4x2,Organico,41,,,
3554,PAX,5268000,5,dormitorio,Mediano,Violeta,Sin descripcion,,,,,,
2045,SOLLERÖN,2564800,3,living,,,,10x8x1,Reciclado,45,,,
2265,GRÄLVIKEN,1596000,3,living,,,,7x6x2,Organico,14,,,
2876,SANDARED,356000,5,living,,,,1x3x10,Madera,20,,,
2168,ELVARLI,352000,2,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
2111,SJÄLLAND,808000,2,living,,,,3x10x3,Plastico,16,,,
3146,FREKVENS,212000,4,living,,,,10x7x9,Plastico,48,,,
3702,Tubo LED T5,8990,8,iluminacion,,Blanco neutro,Bajo consumo,,,,50,14,220
1250,HENRIKSDAL,236000,3,living,,,,8x1x7,Reciclado,40,,,
1803,ÖRFJÄLL,156000,3,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
2577,VIMLE,3100000,2,living,,,,5x10x7,Plastico,26,,,
3323,PLATSA,324000,1,living,,,,1x2x3,Reciclado,11,,,
554,BILLY / BOTTNA,188000,2,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
3147,TOMMARYD,476000,2,living,,,,10x6x4,Plastico,26,,,
2870,NYBODA,220000,3,living,,,,5x5x5,Madera,3,,,
2178,LIATORP,356000,3,living,,,,2x4x5,Madera,14,,,
2672,PÅHL,360000,4,living,,,,7x1x2,Reciclado,21,,,
2842,LINNMON / OLOV,300000,1,living,,,,8x1x3,Organico,18,,,
1930,TROFAST,156000,3,dormitorio,Pequeño,Azul,Sin descripcion,,,,,,
2075,SJÄLLAND,2108800,1,living,,,,4x8x5,Reciclado,26,,,
3057,SKARSTA,876000,3,living,,,,5x2x8,Plastico,49,,,
850,BILLY,412800,2,living,,,,3x10x8,Madera,7,,,
1201,HENRIKSDAL,236000,4,living,,,,10x5x8,Plastico,24,,,
1096,NORRÅKER,116000,4,living,,,,10x2x5,Madera,34,,,
329,BILLY,40000,5,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
2619,VIMLE,2356000,1,living,,,,10x4x7,Reciclado,34,,,
2268,GRÖNLID,4792000,3,living,,,,2x9x3,Organico,10,,,
3564,PAX,772000,1,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
3298,BESTÅ,1360000,2,living,,,,5x3x4,Reciclado,23,,,
2119,KUDDARNA,39200,4,living,,,,6x8x10,Reciclado,20,,,
1998,ÄPPLARÖ,2372000,5,living,,,,8x7x6,Plastico,8,,,
1408,INGATORP / INGOLF,1380000,2,living,,,,10x2x9,Reciclado,27,,,
1827,TROFAST,208000,5,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
144,SLÄKT,1008000,2,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
2693,KULLEN,71200,4,living,,,,6x3x3,Organico,17,,,
944,LAPPVIKEN,25200,5,living,,,,4x6x3,Reciclado,35,,,
2922,LINNMON / LERBERG,140000,3,living,,,,10x2x1,Reciclado,6,,,
3556,VISTHUS,716000,3,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
3440,ÖSTERNÄS,56000,3,living,,,,3x9x1,Madera,50,,,
968,ENERYDA,28000,1,living,,,,9x5x3,Organico,23,,,
3027,NORDVIKEN / NORRARYD,2028000,3,living,,,,9x7x9,Reciclado,25,,,
156,FYRESDAL,911200,2,dormitorio,Grande,Azul,Sin descripcion,,,,,,
2002,KUDDARNA,36000,4,living,,,,7x2x7,Madera,28,,,
3659,PAX,3100000,2,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
658,EKET,200000,3,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
2558,KIVIK,2848000,5,living,,,,9x7x5,Madera,22,,,
3280,BRIMNES,1308000,3,living,,,,1x8x8,Reciclado,13,,,
845,LIXHULT,327200,4,living,,,,9x5x8,Plastico,18,,,
3636,PLATSA,1436800,1,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
512,GLASSVIK,140000,3,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
2738,LINNMON / LERBERG,140000,3,living,,,,6x8x9,Madera,17,,,
1909,TROFAST,24000,2,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
1968,ÄPPLARÖ,204000,4,living,,,,2x8x7,Reciclado,10,,,
2557,GRÖNLID,2160000,4,living,,,,2x6x7,Organico,31,,,
3583,PAX,1280000,4,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
2146,KUDDARNA,23200,4,living,,,,9x7x2,Reciclado,16,,,
1735,MAMMUT,119200,5,dormitorio,Grande,Verde,Sin descripcion,,,,,,
3408,SINDVIK,120000,1,living,,,,8x5x1,Plastico,43,,,
2173,BEKANT,285600,3,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
170,DELAKTIG,1996000,5,dormitorio,Pequeño,Amarillo,Uno de los productos mas vendidos,,,,,,
2889,LERHAMN,471200,2,living,,,,5x8x9,Reciclado,1,,,
2700,LINNMON / ADILS,188000,2,living,,,,10x10x8,Organico,34,,,
3052,IDÅSEN,360000,4,living,,,,4x7x1,Reciclado,48,,,
2843,VÄDRA,76000,4,living,,,,5x9x5,Madera,12,,,
3469,PAX,1208000,2,dormitorio,Mediano,Verde,Sin descripcion,,,,,,
3633,ELVARLI,1303200,2,dormitorio,Grande,Amarillo,Uno de los productos mas vendidos,,,,,,
1886,ANTILOP,16000,4,dormitorio,Pequeño,Azul,Sin descripcion,,,,,,
825,IVAR,276000,1,living,,,,8x10x2,Madera,50,,,
606,BESTÅ,1459600,3,dormitorio,Grande,Amarillo,Uno de los productos mas vendidos,,,,,,
3456,HACKÅS,40000,5,living,,,,4x8x4,Organico,35,,,
3629,PAX / AULI,1552000,4,dormitorio,Mediano,Verde,Sin descripcion,,,,,,
2998,BEKANT,3392000,2,living,,,,10x3x7,Plastico,33,,,
2942,EKET,75200,5,living,,,,6x10x8,Plastico,19,,,
2358,KIVIK,4756000,3,living,,,,5x10x6,Reciclado,19,,,
2457,EKENÄS,316000,2,living,,,,5x4x3,Madera,28,,,
2186,HAVSTA,396000,1,living,,,,8x10x3,Reciclado,18,,,
2475,LIDHULT,280000,4,living,,,,4x5x2,Organico,43,,,
1838,TROFAST,316000,2,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2614,HÄSSELBY,236000,4,living,,,,9x9x6,Organico,13,,,
2810,RESÖ,164000,1,living,,,,7x8x1,Organico,3,,,
1705,NORDLI,160000,3,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
3622,PAX,1700000,1,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
1254,SUNNEA,17600,2,living,,,,1x3x8,Plastico,14,,,
1142,NOLMYRA,140000,1,living,,,,2x4x7,Organico,21,,,
2679,STOCKHOLM,796000,1,living,,,,10x1x5,Organico,4,,,
896,BESTÅ,1044000,5,living,,,,4x2x4,Organico,3,,,
1620,BRIMNES,356000,1,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
3058,IKEA PS 2012,716000,5,living,,,,5x3x9,Madera,15,,,
2218,SANDBACKEN,940800,1,living,,,,4x8x1,Organico,47,,,
3345,BESTÅ,80000,1,living,,,,9x7x4,Plastico,18,,,
3532,PAX,3896000,4,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
684,BILLSBRO,39200,1,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
1759,BUSA,39200,4,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1275,VIPPÄRT,23200,4,living,,,,3x6x9,Reciclado,21,,,
3080,MÖRBYLÅNGA / VOLFGANG,3796000,5,living,,,,9x1x10,Organico,42,,,
1109,RÖNNINGE,276000,5,living,,,,10x4x8,Reciclado,37,,,
2018,KUNGSHOLMEN,2234240,2,living,,,,2x8x3,Madera,19,,,
2330,DELAKTIG,80000,1,living,,,,2x4x6,Plastico,50,,,
3300,BESTÅ,1412000,5,living,,,,1x6x2,Reciclado,13,,,
3406,KALLVIKEN,108000,1,living,,,,10x6x9,Madera,38,,,
3071,STENSELE,360000,3,living,,,,2x6x3,Organico,45,,,
2551,NYHAMN,360000,2,living,,,,7x2x6,Plastico,43,,,
1952,ÄPPLARÖ,356000,4,living,,,,2x4x5,Reciclado,17,,,
3705,Reflector LED 50W,15990,4,iluminacion,,Blanco frío,Fragil,,,,50,50,120
3501,PAX,1280000,1,dormitorio,Grande,Verde,Uno de los productos mas vendidos,,,,,,
1116,SVENBERTIL,220000,5,living,,,,10x2x4,Plastico,20,,,
3533,TYSSEDAL,1316000,4,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
2210,SÖDERHAMN,3948000,3,living,,,,10x7x5,Organico,36,,,
583,ALGOT,8000,5,dormitorio,Pequeño,Verde,Sin descripcion,,,,,,
931,GALANT,2036000,4,living,,,,5x9x6,Reciclado,22,,,
1912,ANTILOP,20000,2,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
3575,ELVARLI,355200,4,dormitorio,Pequeño,Violeta,Uno de los productos mas vendidos,,,,,,
2821,BEKANT,1111200,3,living,,,,7x10x2,Reciclado,16,,,
900,BESTÅ,2384000,3,living,,,,3x3x2,Plastico,29,,,
2659,GLADOM,156000,3,living,,,,3x1x2,Plastico,8,,,
333,IVAR,336000,3,dormitorio,Pequeño,Azul,Sin descripcion,,,,,,
1123,BINGSTA,476000,2,living,,,,9x5x1,Organico,25,,,
3446,BILLSBRO,39200,2,living,,,,9x5x8,Madera,40,,,
3419,BESTÅ,20000,1,living,,,,6x8x6,Madera,48,,,
2129,SOLLERÖN,396000,5,living,,,,2x10x10,Plastico,4,,,
3373,LAPPVIKEN,44000,5,living,,,,4x3x5,Reciclado,2,,,
2669,LINNMON / ALEX,744000,4,living,,,,4x10x10,Plastico,10,,,
2427,VIMLE,560000,1,living,,,,4x3x3,Reciclado,40,,,
1502,NORRÅKER / RÖNNINGE,1580800,1,living,,,,1x7x4,Reciclado,20,,,
1174,LOBERGET / SIBBEN,76000,4,living,,,,1x6x3,Reciclado,33,,,
2934,INGATORP / INGOLF,2180000,2,living,,,,10x5x9,Organico,19,,,
2270,LANDSKRONA,2796000,3,living,,,,5x8x5,Madera,3,,,
31,HENRIKSDAL,348000,4,living,,,,10x1x1,Madera,50,,,
3350,STUBBARP,28000,3,living,,,,10x10x2,Plastico,45,,,
2663,LINNMON / GODVIN,148000,2,living,,,,5x4x9,Madera,2,,,
3725,Tubo LED T8 120cm,9990,6,iluminacion,,Blanco frío,Fragil,,,,50,18,220
1633,NIKKEBY,236000,3,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
208,SANDBACKEN,1472800,5,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
3351,BESTÅ,1896000,5,living,,,,8x9x9,Organico,1,,,
2499,GRÖNLID,1008000,3,living,,,,9x9x2,Plastico,21,,,
3139,LANEBERG / EKEDALEN,1276000,3,living,,,,1x5x8,Organico,6,,,
1056,STOCKVIKEN,168000,2,living,,,,5x8x10,Madera,3,,,
396,IVAR,500000,2,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2541,VIMLE,692000,5,living,,,,10x9x9,Organico,35,,,
1467,FÄRLÖV,956800,4,living,,,,10x6x9,Reciclado,23,,,
1204,HEMNES,396000,1,living,,,,10x2x10,Reciclado,2,,,
3154,LINNMON / KRILLE,308000,2,living,,,,7x3x10,Organico,21,,,
2368,NORSBORG,224000,5,living,,,,3x6x6,Plastico,42,,,
3045,VANGSTA,396000,1,living,,,,2x9x4,Organico,14,,,
2421,VALLENTUNA,176000,1,living,,,,8x7x9,Reciclado,47,,,
1798,TROFAST,8000,1,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
1973,VÄDDÖ,381600,2,living,,,,1x9x10,Reciclado,18,,,
3074,STENSELE,360000,4,living,,,,3x4x10,Plastico,18,,,
274,BILLY,116000,1,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
2835,LINNMON,12000,2,living,,,,2x7x4,Madera,1,,,
1192,MALINDA,20000,3,living,,,,6x4x4,Reciclado,19,,,
2628,MELLTORP,159200,2,living,,,,3x2x6,Madera,7,,,
476,BILLY / MORLIDEN,252000,3,dormitorio,Grande,Verde,Sin descripcion,,,,,,
1440,EKEDALEN / EKEDALEN,1356000,2,living,,,,1x8x5,Madera,2,,,
1949,GÅRÖ / FREDÖN,451200,2,living,,,,2x8x2,Organico,48,,,
3252,TORNVIKEN,1196000,3,living,,,,3x8x2,Organico,26,,,
410,BILLY / GNEDBY,752000,5,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
3079,INGATORP / INGATORP,2180000,5,living,,,,7x10x5,Madera,1,,,
1791,TROFAST,24000,2,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
847,EKET,496000,2,living,,,,2x10x4,Organico,38,,,
478,KALLAX,596000,3,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
2990,IDÅSEN,1272000,5,living,,,,10x5x9,Plastico,37,,,
560,IVAR,489600,5,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
3106,NORDVIKEN / LEIFARNE,2532000,4,living,,,,5x5x2,Reciclado,6,,,
3445,NOTVIKEN,92000,2,living,,,,7x8x8,Madera,18,,,
2820,KNOTTEN,444800,4,living,,,,9x8x5,Reciclado,34,,,
1722,NORDLI,192000,5,dormitorio,Grande,Rojo,Uno de los productos mas vendidos,,,,,,
3603,PAX,1552000,3,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
2486,LIDHULT,796000,4,living,,,,6x7x8,Organico,21,,,
2223,EKTORP,2716000,4,living,,,,6x7x5,Madera,48,,,
1924,TROFAST,160000,2,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
2587,GRÖNLID,860000,3,living,,,,4x3x5,Madera,40,,,
1368,HAVSTEN,976000,2,living,,,,6x3x10,Plastico,12,,,
2112,FRÖSÖN,28000,2,living,,,,1x4x5,Organico,2,,,
2191,BESTÅ,1456000,3,living,,,,6x10x2,Organico,48,,,
865,ERIK,476000,1,living,,,,5x9x4,Madera,40,,,
1723,NORDLI,784000,3,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
1940,TROFAST,20000,1,dormitorio,Grande,Rojo,Uno de los productos mas vendidos,,,,,,
454,SVALNÄS,36000,2,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
2198,IDÅSEN,1196000,2,living,,,,3x10x6,Plastico,37,,,
2020,FEJAN,47200,5,living,,,,4x4x1,Plastico,33,,,
2673,LOMMARP,436000,2,living,,,,2x4x1,Madera,16,,,
2217,SÖDERHAMN,2496000,4,living,,,,1x4x8,Reciclado,19,,,
429,BESTÅ,616000,3,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
3007,EKEDALEN / BERNHARD,4372000,3,living,,,,1x5x7,Plastico,2,,,
2195,HAVSTA,796000,2,living,,,,6x2x1,Madera,11,,,
821,BILLY / OXBERG,308000,3,living,,,,2x4x5,Plastico,37,,,
1641,SONGESAND,396000,5,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
2892,LISABO,236000,2,living,,,,10x3x2,Plastico,44,,,
3190,LINNMON / TORSKLINT,460000,2,living,,,,2x4x3,Organico,3,,,
323,BESTÅ / EKET,1375200,1,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
3387,KALLVIKEN,136000,5,living,,,,8x10x1,Plastico,20,,,
1728,POÄNG,143200,4,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
2863,TOMMARYD,556000,1,living,,,,7x10x5,Organico,4,,,
1839,TROFAST,8000,5,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
3208,MÖRBYLÅNGA / BERNHARD,4220000,3,living,,,,1x6x6,Reciclado,17,,,
108,LURÖY,80000,2,dormitorio,Mediano,Violeta,Uno de los productos mas vendidos,,,,,,
2165,KALLAX,580000,1,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
3089,MÖRBYLÅNGA / ODGER,2780000,3,living,,,,1x2x9,Plastico,19,,,
164,HEMNES,1668000,3,dormitorio,Mediano,Violeta,Uno de los productos mas vendidos,,,,,,
2909,TORSKLINT,80000,4,living,,,,3x7x10,Reciclado,16,,,
3262,VADHOLMA,320000,1,living,,,,10x5x4,Organico,26,,,
2658,RÅSKOG,151200,4,living,,,,5x5x5,Reciclado,3,,,
2292,VALLENTUNA,32000,2,living,,,,9x7x10,Madera,28,,,
1713,NORDLI,848000,4,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
2267,KIVIK,4116000,2,living,,,,9x7x1,Plastico,15,,,
1956,ÄPPLARÖ,307200,5,living,,,,4x1x7,Madera,41,,,
2431,DELAKTIG,1880000,3,living,,,,5x7x6,Organico,39,,,
1454,STUVA / FÖLJA,308000,3,living,,,,3x6x6,Plastico,49,,,
1988,ÄPPLARÖ,1568800,1,living,,,,4x6x10,Madera,21,,,
3525,PAX,2292000,1,dormitorio,Grande,Verde,Uno de los productos mas vendidos,,,,,,
3331,BESTÅ,20000,1,living,,,,2x5x9,Reciclado,32,,,
3644,ELVARLI,1576000,1,dormitorio,Pequeño,Verde,Sin descripcion,,,,,,
977,LIXHULT,396000,4,living,,,,3x4x4,Organico,17,,,
162,KURA,140000,5,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
2660,FJÄLLBO,236000,3,living,,,,8x3x10,Reciclado,29,,,
2783,LERBERG,36000,1,living,,,,7x2x4,Plastico,19,,,
1476,GRÖNLID,956000,1,living,,,,10x3x5,Organico,10,,,
1526,NORRÅKER / NORRARYD,732000,2,living,,,,9x10x5,Organico,14,,,
2159,MAMMUT,103200,1,living,,,,3x1x6,Reciclado,40,,,
1176,POÄNG,143200,2,living,,,,5x5x6,Reciclado,4,,,
2455,LANDSKRONA,6796000,1,living,,,,5x1x3,Organico,16,,,
1738,MAMMUT,47200,2,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
3188,NORRÅKER / NORRARYD,1308800,1,living,,,,4x10x3,Plastico,50,,,
1170,ÖRFJÄLL,156000,1,living,,,,8x4x2,Madera,1,,,
2686,BURVIK,103200,2,living,,,,9x3x9,Madera,1,,,
1938,TROFAST,120000,1,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
3537,PAX,5116000,3,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
1867,STUVA / FRITIDS,796000,1,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
2250,GRÖNLID,1436000,2,living,,,,2x1x3,Madera,47,,,
843,HAVSTA,740000,3,living,,,,3x5x2,Madera,43,,,
3084,ÅMLIDEN,236000,4,living,,,,2x10x1,Organico,45,,,
883,HAVSTA,780000,4,living,,,,9x7x9,Organico,39,,,
2287,BRÅTHULT,1592800,1,living,,,,1x5x10,Reciclado,40,,,
3520,PAX,1960000,4,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
2353,EKTORP,556000,2,living,,,,9x8x8,Reciclado,36,,,
2466,VIMLE,180000,2,living,,,,3x5x3,Reciclado,47,,,
1347,HENRIKSDAL,556000,2,living,,,,3x1x6,Organico,18,,,
1288,UTTER,20000,2,living,,,,8x10x7,Madera,18,,,
2021,ÄPPLARÖ,433600,2,living,,,,1x7x5,Plastico,8,,,
618,HACKÅS,40000,4,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
2730,LJUV,380000,4,living,,,,5x7x5,Organico,2,,,
2017,HAVSTEN,2380000,2,living,,,,1x4x4,Reciclado,12,,,
3709,Tubo LED T12,4990,8,iluminacion,,Blanco neutro,Bajo consumo,,,,50,20,110
2492,GRÖNLID,4888000,4,living,,,,6x4x3,Madera,21,,,
676,BILLSBRO,55200,1,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
304,VILTO,220000,2,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
376,BESTÅ,740000,3,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1478,INGATORP / INGOLF,2412000,4,living,,,,2x1x7,Reciclado,34,,,
1881,STUVA / FRITIDS,340000,4,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
633,IVAR,36000,4,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
871,GALANT,4232000,1,living,,,,6x8x10,Madera,13,,,
2495,GRÖNLID,1288000,2,living,,,,1x2x3,Organico,41,,,
408,SVALNÄS,496000,4,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
2448,NORSBORG,64000,4,living,,,,3x5x9,Plastico,36,,,
2965,BEKANT,700000,1,living,,,,4x6x8,Reciclado,10,,,
3463,PLATSA,713600,3,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
3271,BESTÅ / EKET,1262400,2,living,,,,6x5x9,Organico,36,,,
2291,VIMLE,1596000,1,living,,,,3x8x9,Madera,6,,,
1191,NISSE,39200,5,living,,,,1x9x1,Madera,40,,,
2307,FLOTTEBO,1276800,4,living,,,,7x8x7,Madera,16,,,
2434,VALLENTUNA,1840000,1,living,,,,1x4x1,Madera,1,,,
1604,HELMER,140000,3,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
1343,AGAM,156000,5,living,,,,8x9x3,Reciclado,42,,,
1171,VEDBO,780000,4,living,,,,1x1x7,Organico,41,,,
2926,KALLAX,604000,1,living,,,,10x6x7,Reciclado,28,,,
320,KALLAX,92000,4,dormitorio,Mediano,Amarillo,Uno de los productos mas vendidos,,,,,,
641,ALGOT,366400,2,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
2261,FÄRLÖV,2076000,3,living,,,,10x3x6,Madera,6,,,
1935,LANGUR,44000,5,dormitorio,Pequeño,Azul,Sin descripcion,,,,,,
720,KLIMPEN,276000,3,dormitorio,Pequeño,Amarillo,Uno de los productos mas vendidos,,,,,,
2324,TULLSTA,116000,3,living,,,,2x5x7,Madera,5,,,
973,GALANT,3632000,3,living,,,,1x2x4,Madera,1,,,
3455,HISHULT,28000,3,living,,,,5x9x7,Organico,14,,,
3523,PLATSA,1248000,4,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
1670,NORDLI,368000,4,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
176,PLATSA,1288800,2,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
3670,PAX / VINTERBRO,3512000,4,dormitorio,Grande,Verde,Sin descripcion,,,,,,
2000,MASTHOLMEN,1692000,3,living,,,,9x1x6,Madera,7,,,
3713,Panel LED 62x62,39990,2,iluminacion,,Blanco frío,Fragil,,,,50,45,120
2586,VIMLE,1024000,5,living,,,,3x2x10,Organico,13,,,
3543,PAX,2832000,4,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
3711,Reflector LED 100W,44990,2,iluminacion,,Blanco frío,Fragil,,,,50,100,120
2062,HAVSTEN,1736000,2,living,,,,2x10x1,Plastico,23,,,
2248,LANDSKRONA,3036000,5,living,,,,6x4x10,Plastico,50,,,
413,BROR,356000,4,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
3187,STENSELE / NORRARYD,1072000,1,living,,,,9x1x8,Organico,32,,,
80,PLATSA,2080400,5,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
1439,MELLTORP / NISSE,237600,4,living,,,,1x6x9,Plastico,44,,,
3036,GULLIVER,636000,2,living,,,,8x6x5,Organico,46,,,
1050,BILLSBRO,36000,4,living,,,,2x4x6,Reciclado,4,,,
2701,MALM,516000,1,living,,,,4x1x5,Organico,9,,,
2884,HILVER,80000,1,living,,,,3x4x6,Madera,27,,,
3291,MOSJÖ,140000,3,living,,,,6x7x2,Madera,28,,,
2759,GUALÖV,220000,2,living,,,,9x4x6,Reciclado,26,,,
1913,LANGUR,276000,5,dormitorio,Grande,Verde,Sin descripcion,,,,,,
1436,FUSION,956800,3,living,,,,5x10x8,Plastico,16,,,
1695,NORDLI,192000,3,dormitorio,Mediano,Violeta,Uno de los productos mas vendidos,,,,,,
3657,ELVARLI,1264800,2,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
1162,JOKKMOKK,63360,2,living,,,,5x10x8,Organico,12,,,
1001,BESTÅ,2184000,3,living,,,,2x9x8,Reciclado,41,,,
2610,HOLMSUND,396000,4,living,,,,3x8x3,Plastico,12,,,
2004,INNAMO,85920,5,living,,,,3x10x3,Plastico,38,,,
1040,ORRNÄS,13600,1,living,,,,10x5x9,Organico,14,,,
3515,STUVA / FRITIDS,664000,1,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
1197,DAGOTTO,55200,2,living,,,,4x10x8,Organico,43,,,
2549,VIMLE,1592000,3,living,,,,5x2x6,Organico,29,,,
2635,MICKE,220800,5,living,,,,7x6x1,Madera,8,,,
2489,VIMLE,432000,4,living,,,,5x4x5,Organico,5,,,
2128,HAVSTEN,308000,1,living,,,,9x7x2,Plastico,41,,,
3489,PLATSA,1836800,5,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
1395,MÄSTERBY,116000,5,living,,,,2x1x7,Organico,11,,,
2917,VIKHAMMER,316000,4,living,,,,2x3x8,Organico,29,,,
2445,LIDHULT,6592000,3,living,,,,2x1x4,Organico,20,,,
2827,TRULSTORP,516000,4,living,,,,9x10x9,Plastico,6,,,
2596,LIDHULT,4648000,4,living,,,,9x10x7,Organico,18,,,
1681,NORDLI,304000,4,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
1303,KARLHUGO,476000,4,living,,,,3x3x3,Plastico,15,,,
2189,IKEA PS,340000,5,living,,,,2x1x3,Plastico,5,,,
3320,HAVSTA,3340000,4,living,,,,7x10x8,Madera,26,,,
3135,MELLTORP / TEODORES,399200,3,living,,,,4x2x8,Organico,3,,,
3035,EKEDALEN,796000,3,living,,,,9x1x6,Reciclado,18,,,
2432,VIMLE,6212000,1,living,,,,3x10x1,Madera,45,,,
2966,LINNMON / OLOV,332000,2,living,,,,4x8x5,Reciclado,6,,,
