id,id_producto,peso,descripcion
2,2780,6.6,Fragil
0,3426,8.9,Sin descripcion
0,3673,5.3,Fragil
1,3265,8.4,Fragil
2,2409,8.5,Sin descripcion
0,1736,2.3,Sin descripcion
0,546,7.8,Sin descripcion
2,828,2.8,Sin descripcion
2,1882,7.1,Fragil
4,2095,3.7,Sin descripcion
3,3679,2.5,Fragil
3,1578,6.4,Fragil
1,2949,1.6,Sin descripcion
2,40,8.9,Sin descripcion
0,586,5.4,Sin descripcion
0,3420,3.2,Sin descripcion
2,1423,10.9,Sin descripcion
4,1942,5.7,Sin descripcion
0,1464,10.5,Fragil
1,47,10.1,Sin descripcion
0,851,7.0,Sin descripcion
0,3428,4.4,Sin descripcion
0,3094,2.4,Sin descripcion
1,705,10.3,Fragil
0,3576,6.2,Sin descripcion
2,3099,1.1,Fragil
0,1981,4.2,Fragil
0,2366,5.2,Fragil
3,237,8.1,Fragil
0,1038,1.6,Sin descripcion
1,3624,2.2,Sin descripcion
3,1923,9.8,Sin descripcion
0,1573,7.4,Sin descripcion
0,10,4.5,Sin descripcion
0,2613,4.3,Fragil
3,1714,9.2,Sin descripcion
1,3316,6.2,Fragil
2,3396,7.9,Fragil
2,2343,7.3,Fragil
1,618,6.7,Sin descripcion
0,693,3.0,Fragil
0,3363,3.1,Sin descripcion
1,2361,4.8,Fragil
3,3683,8.6,Sin descripcion
1,2290,4.8,Sin descripcion
0,3413,5.8,Sin descripcion
1,2039,10.6,Fragil
2,1926,2.8,Sin descripcion
1,775,8.3,Sin descripcion
2,3287,3.2,Fragil
2,1688,10.8,Sin descripcion
2,131,10.3,Fragil
0,2344,8.4,Fragil
2,2049,5.9,Fragil
1,994,5.1,Sin descripcion
1,3288,8.2,Sin descripcion
1,2835,6.7,Fragil
0,3054,1.6,Fragil
1,146,4.0,Fragil
2,1516,6.9,Sin descripcion
1,1749,4.7,Sin descripcion
1,12,3.1,Fragil
2,2097,7.5,Sin descripcion
2,3013,3.8,Sin descripcion
0,2419,2.0,Fragil
1,3539,3.3,Fragil
0,1300,3.8,Fragil
0,2770,3.0,Fragil
1,2285,5.4,Fragil
1,2579,8.9,Sin descripcion
1,379,8.1,Fragil
0,2744,2.7,Fragil
0,1836,8.8,Fragil
0,3068,10.7,Fragil
1,1807,7.2,Fragil
0,198,1.6,Sin descripcion
0,2320,3.2,Sin descripcion
0,3723,1.6,Sin descripcion
1,692,7.1,Sin descripcion
0,2371,4.1,Sin descripcion
1,193,9.4,Fragil
2,184,4.0,Sin descripcion
2,3287,3.2,Fragil
0,3141,9.1,Fragil
4,3481,10.9,Sin descripcion
0,3386,7.9,Sin descripcion
0,1439,1.0,Fragil
2,875,6.5,Sin descripcion
3,3467,4.1,Fragil
2,645,10.1,Sin descripcion
0,3318,7.1,Sin descripcion
2,1354,6.5,Fragil
2,3083,10.7,Fragil
2,2844,8.8,Sin descripcion
3,817,9.0,Sin descripcion
2,3028,9.0,Fragil
1,1065,5.4,Fragil
0,3457,9.1,Sin descripcion
2,3257,6.5,Fragil
0,1421,1.4,Fragil
1,97,7.3,Fragil
3,845,6.9,Sin descripcion
0,1843,9.5,Fragil
1,3689,8.9,Fragil
1,3422,3.8,Fragil
2,1760,10.6,Sin descripcion
1,2596,7.2,Fragil
0,3633,4.4,Fragil
0,3664,5.9,Fragil
1,3702,10.3,Sin descripcion
1,1231,1.1,Sin descripcion
0,3616,3.0,Sin descripcion
2,2004,5.7,Fragil
2,2081,4.4,Fragil
3,3329,6.9,Fragil
1,2976,5.5,Fragil
0,3370,6.6,Fragil
3,2490,4.6,Fragil
2,2722,6.1,Sin descripcion
2,334,4.5,Sin descripcion
1,3493,2.2,Fragil
3,682,5.6,Fragil
1,3517,7.2,Sin descripcion
2,856,1.0,Fragil
2,1959,9.0,Fragil
2,3265,3.1,Fragil
1,2000,6.6,Sin descripcion
3,2033,3.5,Fragil
1,2206,7.4,Fragil
1,1738,5.8,Sin descripcion
1,502,5.0,Fragil
0,25,4.0,Sin descripcion
4,1714,8.9,Sin descripcion
0,711,3.6,Fragil
3,1387,5.8,Fragil
1,2392,7.4,Fragil
0,2138,8.9,Fragil
2,3533,2.8,Fragil
0,2751,2.5,Sin descripcion
0,250,4.7,Fragil
0,3306,6.7,Fragil
0,2796,4.5,Sin descripcion
1,2854,2.3,Sin descripcion
1,2095,6.5,Sin descripcion
0,1239,9.4,Sin descripcion
0,3178,3.3,Fragil
4,92,6.8,Fragil
4,35,10.0,Sin descripcion
0,2133,7.6,Sin descripcion
4,3586,9.4,Fragil
2,487,5.9,Fragil
2,1920,8.5,Sin descripcion
4,122,2.1,Fragil
2,257,7.1,Sin descripcion
1,3290,6.6,Sin descripcion
0,1458,7.1,Fragil
3,2352,3.2,Fragil
4,3649,4.9,Fragil
0,1067,8.6,Sin descripcion
4,1103,7.4,Fragil
1,2453,1.6,Sin descripcion
2,1583,7.6,Fragil
0,3381,2.1,Sin descripcion
0,1668,7.0,Sin descripcion
3,3257,1.4,Sin descripcion
1,3703,2.1,Fragil
1,659,8.8,Fragil
2,1701,9.4,Sin descripcion
1,3616,3.7,Fragil
2,157,1.6,Fragil
2,1993,10.0,Fragil
2,1194,3.5,Fragil
1,2257,6.6,Fragil
1,2148,6.2,Sin descripcion
0,3625,7.5,Sin descripcion
2,2754,2.1,Fragil
2,3317,8.3,Fragil
1,31,5.9,Sin descripcion
0,1634,9.6,Fragil
1,2578,8.4,Sin descripcion
1,3020,4.8,Sin descripcion
0,948,3.8,Sin descripcion
2,2993,8.8,Fragil
2,1884,1.3,Fragil
0,874,1.1,Sin descripcion
1,2077,4.4,Fragil
0,513,3.4,Fragil
0,522,1.8,Fragil
0,3682,9.8,Fragil
2,2349,3.1,Fragil
0,883,3.1,Sin descripcion
0,2427,2.2,Fragil
1,1946,8.8,Sin descripcion
4,1540,1.1,Fragil
4,841,6.5,Sin descripcion
1,2785,3.9,Fragil
0,2311,6.2,Fragil
0,3431,6.4,Fragil
1,2216,2.8,Fragil
1,3276,1.0,Fragil
2,2451,3.9,Sin descripcion
3,3378,10.2,Sin descripcion
0,396,10.0,Fragil
1,2518,4.8,Sin descripcion
1,265,1.5,Fragil
1,3567,7.5,Fragil
4,686,10.5,Fragil
2,272,1.0,Sin descripcion
0,1902,9.5,Sin descripcion
4,3658,5.9,Sin descripcion
2,1454,10.1,Sin descripcion
1,2967,2.2,Sin descripcion
1,3409,7.9,Fragil
0,144,3.6,Sin descripcion
1,2429,3.7,Fragil
2,3360,2.0,Fragil
1,356,8.7,Fragil
1,3206,5.9,Fragil
1,1537,5.6,Fragil
1,3284,8.0,Fragil
1,3693,4.8,Fragil
0,1346,8.7,Fragil
3,1701,3.2,Sin descripcion
2,3069,7.5,Sin descripcion
1,72,3.5,Fragil
3,2409,4.1,Sin descripcion
1,2129,3.2,Sin descripcion
1,394,1.8,Fragil
1,3481,2.3,Sin descripcion
0,1478,10.5,Sin descripcion
0,19,8.5,Fragil
3,3290,2.6,Fragil
1,1734,8.4,Fragil
1,2343,5.2,Sin descripcion
1,703,5.8,Fragil
2,1199,7.2,Fragil
2,647,8.3,Sin descripcion
0,2110,10.3,Sin descripcion
2,1334,2.8,Fragil
2,3309,9.4,Fragil
1,665,2.0,Sin descripcion
1,2372,6.7,Sin descripcion
3,3370,2.0,Sin descripcion
1,2558,1.9,Fragil
1,1070,7.8,Sin descripcion
1,2099,3.3,Sin descripcion
4,301,1.6,Fragil
4,824,3.5,Sin descripcion
2,1987,10.3,Fragil
2,1018,9.2,Fragil
1,1601,2.1,Fragil
0,305,10.3,Sin descripcion
0,2877,2.9,Fragil
0,2681,10.8,Fragil
2,3195,4.4,Fragil
2,1549,2.9,Fragil
2,1242,4.3,Fragil
1,3226,1.3,Sin descripcion
2,3569,7.9,Fragil
2,3380,2.0,Fragil
0,936,1.1,Fragil
1,2299,5.8,Fragil
1,3682,9.6,Sin descripcion
2,3178,4.7,Fragil
2,1073,1.8,Sin descripcion
2,2685,1.4,Fragil
0,2162,9.4,Sin descripcion
1,2511,9.0,Sin descripcion
2,3291,1.7,Sin descripcion
0,2090,9.9,Sin descripcion
0,1265,9.0,Sin descripcion
1,1772,9.0,Sin descripcion
1,1088,7.2,Fragil
0,3440,1.8,Fragil
1,2082,10.4,Sin descripcion
2,2052,8.0,Fragil
1,3638,3.8,Sin descripcion
0,2888,4.3,Fragil
2,2599,6.2,Fragil
1,2487,3.7,Sin descripcion
3,3217,4.5,Sin descripcion
0,571,8.7,Sin descripcion
1,523,9.9,Fragil
2,1250,1.3,Fragil
3,3178,8.9,Sin descripcion
0,1362,7.4,Fragil
0,2160,1.2,Sin descripcion
2,1769,5.7,Sin descripcion
3,3158,6.6,Fragil
1,1222,8.1,Sin descripcion
2,802,5.0,Sin descripcion
0,3050,1.0,Fragil
3,503,6.8,Sin descripcion
0,2966,4.5,Fragil
0,3266,7.0,Sin descripcion
1,3349,7.9,Sin descripcion
3,1820,5.6,Sin descripcion
3,3213,7.0,Sin descripcion
2,1084,9.8,Fragil
1,3360,2.7,Sin descripcion
0,1484,1.9,Fragil
4,3300,7.7,Sin descripcion
1,420,1.7,Fragil
3,2518,4.0,Sin descripcion
2,1370,9.3,Fragil
0,654,7.4,Fragil
1,724,1.8,Sin descripcion
2,3550,7.8,Sin descripcion
3,1421,8.3,Sin descripcion
1,567,2.9,Sin descripcion
2,293,6.2,Fragil
3,3126,8.9,Sin descripcion
1,1220,9.8,Fragil
0,1671,10.5,Fragil
1,3135,3.2,Sin descripcion
1,631,3.6,Sin descripcion
1,2170,8.2,Fragil
2,145,1.9,Sin descripcion
2,2910,3.1,Sin descripcion
0,3451,5.5,Fragil
2,3180,9.1,Fragil
1,3372,1.9,Fragil
0,3079,4.7,Fragil
3,715,2.8,Sin descripcion
1,1916,6.7,Fragil
0,3285,10.5,Sin descripcion
4,1378,9.3,Fragil
3,2223,1.1,Fragil
2,3270,2.7,Sin descripcion
1,2728,6.6,Sin descripcion
0,2889,1.0,Sin descripcion
0,242,1.6,Fragil
1,2872,8.7,Sin descripcion
2,1132,3.3,Fragil
1,3665,7.7,Fragil
1,2451,5.6,Sin descripcion
1,971,3.8,Sin descripcion
4,3160,6.4,Fragil
1,3513,6.5,Sin descripcion
2,3367,2.0,Sin descripcion
2,3547,4.4,Fragil
2,3476,5.6,Sin descripcion
1,80,7.4,Sin descripcion
3,3124,4.2,Fragil
1,2620,8.7,Sin descripcion
1,2463,5.7,Sin descripcion
0,2343,5.8,Fragil
1,3310,2.0,Sin descripcion
1,2090,7.8,Sin descripcion
0,3526,8.0,Fragil
0,2909,7.1,Fragil
0,1883,3.8,Fragil
0,1382,5.7,Sin descripcion
3,2429,9.6,Fragil
4,731,6.4,Fragil
3,3117,2.6,Sin descripcion
1,3725,3.5,Sin descripcion
4,2912,6.0,Fragil
2,3489,1.3,Sin descripcion
2,2248,3.2,Fragil
2,3140,4.0,Sin descripcion
0,1131,7.1,Sin descripcion
0,1960,6.3,Fragil
2,1314,6.9,Fragil
1,3650,1.0,Fragil
1,3146,2.3,Sin descripcion
0,1758,4.4,Fragil
1,1380,7.1,Fragil
0,1006,10.2,Fragil
3,2099,1.0,Sin descripcion
2,285,9.7,Fragil
0,2041,3.3,Fragil
0,2310,5.5,Fragil
3,1256,1.5,Sin descripcion
1,3698,7.3,Sin descripcion
2,341,8.5,Sin descripcion
0,2978,5.5,Sin descripcion
0,3129,6.9,Sin descripcion
1,873,6.4,Sin descripcion
1,3162,2.8,Sin descripcion
0,57,9.4,Fragil
0,3236,2.2,Sin descripcion
1,3706,5.1,Fragil
1,2223,1.2,Sin descripcion
2,2796,3.2,Sin descripcion
3,2912,2.4,Fragil
1,1730,10.6,Sin descripcion
1,3677,2.2,Fragil
0,3214,4.7,Fragil
0,1703,1.1,Fragil
0,3563,2.5,Fragil
1,3705,2.7,Sin descripcion
0,917,9.6,Fragil
3,383,8.8,Sin descripcion
4,1648,9.6,Sin descripcion
2,587,3.1,Sin descripcion
2,3459,8.8,Fragil
3,1047,2.3,Fragil
0,548,1.5,Sin descripcion
2,2894,4.1,Fragil
0,2001,9.1,Sin descripcion
0,1739,5.6,Sin descripcion
2,745,1.5,Sin descripcion
1,3116,4.6,Fragil
2,2253,10.2,Fragil
2,1051,2.2,Sin descripcion
0,3405,7.4,Sin descripcion
0,1673,6.5,Fragil
3,3264,7.6,Sin descripcion
1,2812,9.9,Sin descripcion
0,3234,1.7,Fragil
0,3425,2.5,Fragil
2,259,1.6,Sin descripcion
0,1091,6.0,Sin descripcion
0,561,1.5,Sin descripcion
0,2540,7.2,Sin descripcion
2,838,3.1,Fragil
1,915,2.0,Sin descripcion
2,1348,8.5,Fragil
1,1409,6.6,Fragil
3,1990,9.4,Sin descripcion
1,696,5.3,Fragil
2,3656,5.8,Fragil
1,925,3.9,Sin descripcion
1,3617,8.2,Fragil
3,3094,3.2,Fragil
2,495,9.9,Fragil
0,2490,6.0,Fragil
0,1411,7.0,Fragil
1,613,6.3,Fragil
1,39,8.3,Sin descripcion
3,1478,3.0,Sin descripcion
1,2087,7.2,Sin descripcion
1,947,5.7,Fragil
3,162,3.6,Fragil
0,3292,4.5,Sin descripcion
2,3160,6.0,Sin descripcion
2,3572,10.7,Fragil
0,1744,4.3,Fragil
0,1533,1.4,Fragil
4,828,8.0,Sin descripcion
2,12,2.6,Fragil
2,3598,6.0,Fragil
1,1301,7.4,Fragil
4,765,7.1,Sin descripcion
2,125,1.3,Sin descripcion
1,3251,5.3,Sin descripcion
1,200,3.3,Sin descripcion
1,3189,10.4,Sin descripcion
1,1097,10.2,Sin descripcion
2,2800,9.9,Fragil
3,895,2.5,Sin descripcion
0,2159,6.9,Sin descripcion
0,3580,6.6,Sin descripcion
2,54,10.5,Fragil
1,1854,9.5,Fragil
1,1721,5.6,Sin descripcion
1,3497,10.9,Fragil
0,11,10.6,Fragil
2,1428,8.4,Sin descripcion
0,2840,5.8,Fragil
0,2251,9.3,Sin descripcion
2,1639,7.8,Fragil
1,3047,4.9,Fragil
1,3568,4.1,Fragil
0,2733,5.2,Fragil
2,1626,4.7,Sin descripcion
1,486,9.7,Sin descripcion
0,2144,10.1,Sin descripcion
0,1733,3.6,Sin descripcion
2,210,6.9,Sin descripcion
0,660,6.8,Sin descripcion
0,2277,8.1,Sin descripcion
1,1174,3.9,Fragil
2,1554,3.9,Sin descripcion
2,2904,5.3,Fragil
3,2812,7.2,Sin descripcion
0,3531,10.1,Fragil
4,3202,1.7,Sin descripcion
0,1198,4.8,Sin descripcion
4,1070,10.3,Sin descripcion
0,2147,5.8,Fragil
0,1033,5.4,Sin descripcion
0,86,5.0,Fragil
0,3056,6.6,Sin descripcion
0,3446,8.6,Sin descripcion
0,3586,9.0,Sin descripcion
0,82,8.5,Fragil
1,1786,3.1,Sin descripcion
2,2322,3.2,Fragil
3,93,8.2,Fragil
1,686,7.2,Fragil
1,2348,1.4,Fragil
2,584,6.1,Sin descripcion
3,2554,8.1,Sin descripcion
0,3497,3.5,Sin descripcion
3,1475,2.1,Sin descripcion
0,2209,10.6,Fragil
2,2791,10.2,Sin descripcion
0,1235,8.9,Sin descripcion
3,1950,1.1,Sin descripcion
0,1983,9.1,Sin descripcion
0,113,4.9,Fragil
2,1494,10.4,Fragil
1,532,3.9,Sin descripcion
0,515,3.0,Fragil
0,3594,6.5,Sin descripcion
0,1606,1.4,Sin descripcion
0,2475,3.8,Fragil
1,1353,8.0,Sin descripcion
0,3365,9.7,Fragil
1,1747,4.3,Fragil
3,2637,6.3,Fragil
2,2119,7.2,Fragil
2,1801,7.3,Sin descripcion
2,1538,4.0,Fragil
3,2370,1.0,Fragil
0,3047,4.5,Sin descripcion
2,3671,6.0,Sin descripcion
1,1532,1.2,Sin descripcion
3,1873,1.7,Sin descripcion
4,42,9.0,Fragil
3,1065,2.2,Fragil
1,3348,10.5,Sin descripcion
3,2801,1.7,Sin descripcion
1,179,7.6,Fragil
1,693,10.9,Fragil
0,1195,5.7,Fragil
2,2503,4.3,Fragil
3,3236,1.9,Sin descripcion
2,790,4.1,Sin descripcion
0,620,9.6,Fragil
3,2716,7.8,Sin descripcion
2,1201,2.7,Sin descripcion
0,3376,3.3,Sin descripcion
0,3424,1.4,Sin descripcion
2,2158,10.8,Fragil
3,864,1.2,Sin descripcion
1,2613,9.1,Sin descripcion
2,3135,1.0,Fragil
0,3698,8.6,Sin descripcion
3,3647,6.1,Sin descripcion
0,541,3.1,Fragil
0,671,9.5,Fragil
0,1636,6.8,Fragil
3,2101,2.0,Sin descripcion
0,761,4.2,Sin descripcion
0,1669,10.5,Sin descripcion
3,1674,1.2,Sin descripcion
0,647,1.4,Sin descripcion
3,508,7.5,Fragil
0,3505,3.1,Sin descripcion
0,1646,3.3,Sin descripcion
2,1062,9.6,Sin descripcion
4,2170,4.5,Fragil
2,1886,3.1,Fragil
3,2800,9.8,Fragil
1,2331,2.0,Sin descripcion
2,1899,9.9,Sin descripcion
0,3660,6.0,Sin descripcion
1,2057,9.4,Sin descripcion
2,2417,8.3,Fragil
4,1701,3.6,Fragil
1,2589,4.3,Fragil
0,929,6.7,Sin descripcion
0,973,7.8,Fragil
0,2089,8.9,Fragil
1,1563,10.9,Sin descripcion
0,3174,5.3,Fragil
0,2984,3.9,Sin descripcion
2,430,9.7,Sin descripcion
1,1319,3.9,Sin descripcion
1,1578,9.0,Sin descripcion
0,504,8.0,Sin descripcion
0,3099,6.7,Sin descripcion
3,3126,8.9,Sin descripcion
1,2400,3.5,Sin descripcion
0,3175,2.1,Sin descripcion
0,3468,1.0,Fragil
0,1288,2.2,Fragil
0,3709,10.2,Sin descripcion
2,3353,6.6,Fragil
0,54,6.6,Sin descripcion
3,403,1.1,Sin descripcion
0,3415,10.5,Sin descripcion
1,1079,6.2,Sin descripcion
1,3274,6.5,Fragil
3,23,6.6,Sin descripcion
0,2961,7.6,Fragil
0,1613,6.0,Sin descripcion
1,69,3.3,Fragil
3,2854,4.9,Fragil
3,661,3.7,Fragil
2,1735,2.2,Fragil
1,2028,10.8,Sin descripcion
3,966,9.2,Sin descripcion
0,543,3.1,Fragil
4,1015,9.7,Sin descripcion
2,149,5.5,Sin descripcion
2,3637,1.7,Sin descripcion
0,1801,1.1,Fragil
0,3419,10.5,Fragil
4,1321,8.2,Fragil
0,3369,4.1,Sin descripcion
4,3251,6.0,Fragil
3,3448,6.8,Sin descripcion
1,3664,9.7,Sin descripcion
0,3371,10.6,Sin descripcion
0,298,10.8,Sin descripcion
3,1993,5.7,Fragil
0,3672,2.6,Fragil
3,332,8.1,Sin descripcion
1,817,3.4,Fragil
1,3175,3.3,Sin descripcion
1,3071,9.1,Fragil
1,643,6.4,Fragil
0,2347,3.6,Fragil
1,751,3.7,Sin descripcion
2,3473,5.8,Fragil
1,3152,10.9,Sin descripcion
0,1939,4.1,Sin descripcion
0,550,5.9,Sin descripcion
4,28,9.6,Fragil
1,1446,10.5,Sin descripcion
1,3078,3.0,Sin descripcion
1,963,9.3,Sin descripcion
1,623,10.6,Fragil
2,2830,2.7,Fragil
2,99,10.7,Fragil
0,1760,9.1,Sin descripcion
2,3562,9.9,Sin descripcion
0,1242,10.2,Sin descripcion
3,872,8.7,Sin descripcion
0,655,10.3,Fragil
0,3296,8.2,Sin descripcion
2,3603,4.9,Sin descripcion
0,3463,4.8,Sin descripcion
2,3539,6.9,Sin descripcion
2,438,8.4,Sin descripcion
0,3467,6.3,Fragil
0,3397,3.7,Sin descripcion
2,1205,10.0,Fragil
2,1090,6.8,Sin descripcion
1,898,2.0,Sin descripcion
2,1836,9.7,Sin descripcion
1,1081,1.8,Sin descripcion
2,2444,5.9,Sin descripcion
0,575,3.2,Sin descripcion
2,2448,7.9,Fragil
4,3178,7.3,Fragil
1,35,2.9,Sin descripcion
0,1980,2.8,Sin descripcion
2,1679,1.0,Sin descripcion
4,2254,2.6,Fragil
1,84,3.0,Fragil
1,1207,5.4,Sin descripcion
0,2415,1.8,Sin descripcion
1,408,10.7,Fragil
1,2111,8.8,Sin descripcion
1,3556,1.8,Fragil
0,533,1.0,Fragil
0,1358,10.9,Sin descripcion
0,3720,6.0,Fragil
1,3579,7.0,Sin descripcion
0,3224,1.6,Fragil
2,591,5.9,Fragil
0,3187,9.2,Fragil
0,3232,6.8,Fragil
1,220,2.1,Sin descripcion
3,400,8.1,Fragil
1,1933,1.6,Fragil
2,3579,9.5,Sin descripcion
0,316,5.9,Fragil
3,2866,10.2,Fragil
2,478,2.8,Fragil
3,557,2.0,Fragil
3,3069,9.9,Fragil
0,2228,8.3,Fragil
0,247,7.9,Sin descripcion
1,3462,2.3,Sin descripcion
0,1549,9.7,Sin descripcion
3,3649,9.0,Fragil
1,1857,4.9,Fragil
0,1246,5.7,Fragil
1,3490,8.3,Fragil
4,3349,2.3,Sin descripcion
0,2268,4.2,Sin descripcion
0,51,3.3,Fragil
4,2349,2.6,Sin descripcion
3,2655,6.0,Sin descripcion
0,1082,8.9,Fragil
0,88,1.9,Fragil
2,936,1.2,Sin descripcion
1,3200,10.7,Sin descripcion
4,3489,5.8,Fragil
0,3485,9.2,Fragil
1,434,6.7,Fragil
0,354,7.7,Sin descripcion
3,2309,5.4,Sin descripcion
2,2042,7.1,Fragil
4,3568,4.6,Fragil
2,3285,4.4,Fragil
1,3522,7.2,Sin descripcion
3,3051,1.2,Sin descripcion
0,131,1.9,Fragil
2,3086,2.2,Sin descripcion
1,3393,8.3,Fragil
4,3077,7.7,Fragil
0,2003,4.1,Sin descripcion
2,3500,6.6,Sin descripcion
4,2129,5.4,Sin descripcion
1,406,6.8,Fragil
0,122,8.4,Fragil
1,3588,3.3,Sin descripcion
2,518,4.0,Fragil
1,3249,10.8,Fragil
2,3548,10.5,Fragil
3,1886,5.1,Fragil
4,759,10.1,Fragil
0,488,4.7,Fragil
4,2801,5.8,Fragil
1,3527,10.5,Fragil
1,3710,9.4,Fragil
2,1071,2.3,Sin descripcion
0,3312,8.1,Fragil
0,63,4.7,Sin descripcion
0,2753,10.4,Sin descripcion
4,2189,2.5,Sin descripcion
1,2229,8.3,Sin descripcion
1,876,8.1,Fragil
3,2805,2.4,Sin descripcion
3,293,9.6,Sin descripcion
2,50,6.9,Sin descripcion
0,886,10.4,Sin descripcion
0,1023,2.2,Sin descripcion
2,1622,4.0,Sin descripcion
0,2708,1.3,Fragil
2,2082,8.7,Sin descripcion
0,3145,2.6,Sin descripcion
0,3544,5.5,Fragil
1,1459,3.8,Fragil
0,3178,3.3,Fragil
1,3708,10.8,Fragil
1,484,2.6,Sin descripcion
3,1339,9.9,Fragil
2,2175,8.5,Fragil
4,896,4.6,Sin descripcion
0,322,9.8,Sin descripcion
1,2577,5.1,Fragil
0,1357,3.0,Fragil
0,791,9.3,Sin descripcion
3,3548,4.2,Sin descripcion
1,3107,3.6,Sin descripcion
1,1985,10.9,Sin descripcion
2,1768,5.9,Fragil
2,970,3.1,Fragil
0,3034,6.8,Fragil
0,626,10.7,Sin descripcion
2,79,5.1,Fragil
0,160,3.2,Fragil
2,30,7.3,Sin descripcion
0,3428,4.4,Sin descripcion
1,2594,4.6,Fragil
0,521,4.9,Sin descripcion
0,3021,6.4,Sin descripcion
0,2644,2.1,Fragil
0,3639,1.0,Fragil
1,177,6.8,Fragil
2,607,6.7,Fragil
3,3029,9.9,Fragil
3,2547,9.3,Fragil
0,2576,4.5,Fragil
2,3665,5.6,Fragil
2,619,10.0,Sin descripcion
3,79,7.7,Sin descripcion
0,3674,2.5,Sin descripcion
0,61,1.7,Fragil
0,603,1.0,Sin descripcion
3,629,1.6,Fragil
2,3274,5.0,Sin descripcion
3,2969,8.7,Sin descripcion
0,52,2.9,Sin descripcion
0,3493,9.9,Sin descripcion
1,80,7.4,Sin descripcion
2,615,2.9,Fragil
1,1518,7.5,Fragil
0,3223,2.7,Fragil
4,3391,3.3,Fragil
0,1207,9.9,Fragil
1,1842,2.5,Sin descripcion
0,3107,8.2,Fragil
2,2925,7.9,Sin descripcion
1,1162,1.2,Fragil
2,2917,4.0,Sin descripcion
0,1008,4.3,Sin descripcion
0,3117,2.5,Sin descripcion
3,460,3.5,Fragil
1,1165,9.9,Fragil
2,3080,1.2,Fragil
0,1197,8.4,Fragil
3,3631,5.3,Sin descripcion
2,329,1.0,Sin descripcion
1,1650,7.8,Fragil
4,3004,5.8,Sin descripcion
1,2655,9.2,Sin descripcion
0,3121,9.4,Fragil
1,1022,1.0,Sin descripcion
4,505,2.4,Sin descripcion
0,3127,9.4,Sin descripcion
1,3264,1.3,Sin descripcion
1,1545,4.7,Sin descripcion
1,2024,2.5,Sin descripcion
1,1799,6.1,Fragil
3,3241,8.4,Sin descripcion
1,3117,8.1,Sin descripcion
2,1182,10.5,Sin descripcion
4,944,5.1,Sin descripcion
0,3605,9.4,Sin descripcion
4,2313,7.2,Fragil
0,1938,6.5,Sin descripcion
3,2734,5.3,Sin descripcion
1,30,7.5,Fragil
2,3089,1.5,Sin descripcion
1,2828,1.7,Fragil
1,2307,2.3,Sin descripcion
2,2014,3.5,Sin descripcion
0,2276,9.1,Sin descripcion
3,3239,9.5,Sin descripcion
0,629,1.5,Sin descripcion
0,461,8.2,Fragil
1,2827,6.4,Sin descripcion
0,887,10.0,Fragil
3,43,5.6,Fragil
1,3429,3.2,Sin descripcion
0,2945,6.5,Fragil
0,1686,9.1,Fragil
0,83,10.1,Sin descripcion
1,691,3.6,Sin descripcion
1,3527,10.5,Fragil
3,654,5.7,Fragil
0,120,10.9,Sin descripcion
2,1079,8.0,Fragil
0,1199,5.8,Sin descripcion
0,1817,3.7,Fragil
0,1823,8.6,Fragil
3,492,1.7,Fragil
0,2814,7.8,Fragil
0,977,2.8,Fragil
0,121,6.8,Sin descripcion
3,2641,9.6,Sin descripcion
3,3084,7.1,Sin descripcion
2,1134,7.7,Fragil
2,344,2.5,Sin descripcion
2,289,8.1,Sin descripcion
1,2471,10.7,Sin descripcion
0,3135,4.9,Sin descripcion
0,3348,8.9,Sin descripcion
3,3428,10.5,Fragil
0,2627,10.8,Sin descripcion
0,59,6.5,Fragil
3,3367,5.3,Sin descripcion
1,3617,8.2,Fragil
4,3535,6.8,Fragil
0,1460,7.0,Fragil
2,3220,1.4,Fragil
1,3456,8.1,Sin descripcion
0,2545,9.0,Fragil
3,3106,5.2,Sin descripcion
2,513,6.4,Fragil
0,531,2.4,Sin descripcion
3,89,2.7,Sin descripcion
2,2387,8.0,Fragil
0,3623,3.4,Sin descripcion
1,3367,1.4,Sin descripcion
2,3007,3.7,Sin descripcion
2,3030,4.1,Sin descripcion
1,2080,8.1,Fragil
0,1969,7.3,Sin descripcion
1,330,10.8,Fragil
2,2203,2.3,Sin descripcion
2,3095,8.4,Fragil
1,2576,5.8,Fragil
0,481,4.8,Fragil
3,2060,10.1,Fragil
1,50,6.3,Sin descripcion
1,63,7.2,Fragil
1,1953,2.4,Fragil
2,3398,7.8,Sin descripcion
4,3594,3.6,Fragil
0,451,4.3,Fragil
1,3602,8.6,Fragil
1,2328,8.7,Fragil
3,3594,3.4,Sin descripcion
2,98,10.8,Sin descripcion
1,2490,4.1,Fragil
3,2375,6.1,Sin descripcion
1,1696,6.0,Fragil
2,3674,6.2,Sin descripcion
1,2283,10.7,Fragil
4,3341,4.0,Sin descripcion
1,3720,9.6,Sin descripcion
1,1076,3.6,Sin descripcion
1,1433,3.1,Sin descripcion
3,1669,8.9,Sin descripcion
0,3540,5.3,Fragil
2,298,7.1,Sin descripcion
3,1795,3.2,Fragil
1,3052,9.7,Sin descripcion
0,1384,5.4,Fragil
1,1935,5.0,Sin descripcion
3,2339,4.9,Sin descripcion
0,3108,5.0,Fragil
3,2007,8.5,Fragil
1,207,6.4,Sin descripcion
4,221,6.2,Fragil
